freq,psd_x,psd_y,psd_z,psd_xyz
69.5,1.022e+04,1.293e+04,1.674e+04,3.989e+04
71.0,8.152e+03,1.163e+04,2.819e+04,4.797e+04
72.5,8.563e+03,1.912e+04,1.132e+05,1.409e+05
74.0,7.864e+03,2.122e+04,1.677e+05,1.968e+05
75.6,6.539e+03,1.209e+04,9.291e+04,1.115e+05
77.1,6.690e+03,9.494e+03,9.373e+04,1.099e+05
78.6,5.950e+03,7.148e+03,5.785e+04,7.095e+04
80.1,6.486e+03,5.449e+03,4.423e+04,5.617e+04
81.6,7.118e+03,5.845e+03,4.269e+04,5.565e+04
83.1,8.667e+03,5.697e+03,3.226e+04,4.662e+04
84.6,6.958e+03,5.146e+03,1.670e+04,2.881e+04
86.1,6.011e+03,6.098e+03,1.225e+04,2.436e+04
87.6,5.859e+03,5.516e+03,8.639e+03,2.001e+04
89.2,5.669e+03,5.154e+03,7.870e+03,1.869e+04
90.7,5.533e+03,4.243e+03,5.994e+03,1.577e+04
92.2,4.186e+03,3.787e+03,3.922e+03,1.189e+04
93.7,5.145e+03,4.882e+03,4.434e+03,1.446e+04
95.2,6.482e+03,5.892e+03,5.250e+03,1.762e+04
96.7,6.124e+03,4.355e+03,4.241e+03,1.472e+04
98.2,9.243e+03,4.572e+03,3.527e+03,1.734e+04
99.7,1.105e+04,4.719e+03,3.805e+03,1.957e+04
101.2,7.962e+03,4.917e+03,4.032e+03,1.691e+04
102.8,1.498e+04,4.501e+03,2.899e+03,2.238e+04
104.3,2.528e+04,4.590e+03,3.188e+03,3.306e+04
105.8,1.487e+04,4.271e+03,3.242e+03,2.238e+04
107.3,8.441e+03,4.479e+03,3.237e+03,1.616e+04
108.8,8.281e+03,4.810e+03,2.727e+03,1.582e+04
110.3,9.662e+03,5.145e+03,2.447e+03,1.725e+04
111.8,1.020e+04,6.006e+03,2.406e+03,1.861e+04
113.3,8.463e+03,5.074e+03,2.372e+03,1.591e+04
114.8,7.166e+03,3.837e+03,2.089e+03,1.309e+04
116.4,6.733e+03,3.598e+03,1.759e+03,1.209e+04
117.9,5.776e+03,3.437e+03,1.687e+03,1.090e+04
119.4,6.411e+03,3.031e+03,1.464e+03,1.091e+04
120.9,7.364e+03,3.311e+03,1.460e+03,1.214e+04
122.4,9.034e+03,3.570e+03,1.522e+03,1.413e+04
123.9,9.761e+03,3.755e+03,1.414e+03,1.493e+04
125.4,6.920e+03,3.434e+03,1.256e+03,1.161e+04
126.9,4.276e+03,2.854e+03,1.266e+03,8.396e+03
128.4,5.712e+03,2.539e+03,1.017e+03,9.269e+03
129.9,6.155e+03,1.897e+03,7.464e+02,8.798e+03
131.5,4.911e+03,1.549e+03,5.754e+02,7.035e+03
133.0,5.014e+03,1.857e+03,6.723e+02,7.544e+03
134.5,5.961e+03,1.900e+03,6.734e+02,8.534e+03
136.0,5.959e+03,2.062e+03,6.337e+02,8.655e+03
137.5,5.253e+03,2.128e+03,5.577e+02,7.939e+03
139.0,5.386e+03,2.426e+03,5.484e+02,8.360e+03
140.5,4.218e+03,1.743e+03,5.278e+02,6.489e+03
142.0,4.333e+03,1.494e+03,4.741e+02,6.301e+03
143.5,7.043e+03,2.957e+03,4.723e+02,1.047e+04
145.1,7.349e+03,2.571e+03,4.894e+02,1.041e+04
146.6,4.974e+03,1.890e+03,5.014e+02,7.366e+03
148.1,4.178e+03,1.603e+03,5.307e+02,6.311e+03
149.6,4.116e+03,1.617e+03,6.172e+02,6.351e+03
151.1,4.319e+03,1.355e+03,7.048e+02,6.379e+03
152.6,5.753e+03,1.427e+03,7.278e+02,7.908e+03
154.1,5.393e+03,1.518e+03,5.372e+02,7.448e+03
155.6,7.610e+03,1.484e+03,6.232e+02,9.717e+03
157.1,7.605e+03,1.417e+03,6.687e+02,9.691e+03
158.7,5.233e+03,1.402e+03,6.627e+02,7.297e+03
160.2,3.483e+03,1.510e+03,6.291e+02,5.622e+03
161.7,3.468e+03,1.565e+03,6.388e+02,5.671e+03
163.2,3.893e+03,1.866e+03,7.253e+02,6.484e+03
164.7,3.270e+03,1.882e+03,7.360e+02,5.887e+03
166.2,3.388e+03,2.191e+03,9.398e+02,6.518e+03
167.7,3.760e+03,2.519e+03,1.200e+03,7.480e+03
169.2,3.472e+03,3.082e+03,1.290e+03,7.844e+03
170.7,2.705e+03,2.955e+03,1.155e+03,6.815e+03
172.3,2.538e+03,2.797e+03,1.117e+03,6.453e+03
173.8,2.565e+03,3.123e+03,1.013e+03,6.701e+03
175.3,1.971e+03,2.932e+03,8.744e+02,5.778e+03
176.8,2.085e+03,3.050e+03,9.354e+02,6.070e+03
178.3,3.068e+03,4.438e+03,1.285e+03,8.791e+03
179.8,3.009e+03,3.974e+03,1.115e+03,8.098e+03
181.3,3.054e+03,4.267e+03,1.103e+03,8.424e+03
182.8,3.595e+03,6.059e+03,1.555e+03,1.121e+04
184.3,3.868e+03,6.929e+03,1.603e+03,1.240e+04
185.9,4.629e+03,6.539e+03,1.520e+03,1.269e+04
187.4,4.395e+03,6.671e+03,1.715e+03,1.278e+04
188.9,3.258e+03,6.396e+03,1.515e+03,1.117e+04
190.4,3.442e+03,5.230e+03,1.239e+03,9.910e+03
191.9,4.665e+03,6.918e+03,1.662e+03,1.325e+04
193.4,5.582e+03,8.577e+03,1.861e+03,1.602e+04
194.9,4.994e+03,8.290e+03,1.646e+03,1.493e+04
196.4,2.917e+03,5.201e+03,1.138e+03,9.257e+03
197.9,4.299e+03,5.081e+03,9.826e+02,1.036e+04
199.5,3.883e+03,4.239e+03,8.749e+02,8.997e+03
