freq,psd_x,psd_y,psd_z,psd_xyz
117.7,8.949e+04,1.060e+03,2.687e+02,9.082e+04
119.2,4.882e+04,5.238e+02,1.820e+02,4.953e+04
120.7,5.759e+04,5.837e+02,1.884e+02,5.836e+04
122.2,4.854e+04,5.590e+02,1.716e+02,4.927e+04
123.7,3.780e+04,4.955e+02,1.517e+02,3.844e+04
125.3,2.269e+04,3.618e+02,1.320e+02,2.318e+04
126.8,2.362e+04,3.610e+02,1.266e+02,2.411e+04
128.3,1.659e+04,2.931e+02,1.326e+02,1.702e+04
129.8,1.099e+04,2.151e+02,1.229e+02,1.133e+04
131.3,1.358e+04,2.284e+02,1.243e+02,1.393e+04
132.8,1.085e+04,2.039e+02,1.186e+02,1.117e+04
134.3,7.925e+03,1.970e+02,1.050e+02,8.227e+03
135.8,6.145e+03,1.800e+02,9.335e+01,6.418e+03
137.3,5.987e+03,1.669e+02,8.900e+01,6.243e+03
138.8,6.288e+03,1.772e+02,9.785e+01,6.563e+03
140.3,5.828e+03,1.693e+02,1.112e+02,6.108e+03
141.9,5.523e+03,1.712e+02,1.126e+02,5.807e+03
143.4,6.018e+03,1.663e+02,1.098e+02,6.294e+03
144.9,6.921e+03,1.840e+02,1.156e+02,7.220e+03
146.4,5.303e+03,1.597e+02,1.093e+02,5.572e+03
147.9,5.141e+03,2.204e+02,1.304e+02,5.492e+03
149.4,5.584e+03,2.681e+02,1.635e+02,6.015e+03
150.9,6.270e+03,3.143e+02,1.926e+02,6.777e+03
152.4,6.529e+03,4.158e+02,2.386e+02,7.184e+03
153.9,7.002e+03,3.943e+02,2.189e+02,7.615e+03
155.4,8.822e+03,5.141e+02,2.574e+02,9.594e+03
156.9,6.053e+03,3.651e+02,2.047e+02,6.623e+03
158.5,6.374e+03,3.114e+02,1.910e+02,6.877e+03
160.0,7.117e+03,3.188e+02,2.287e+02,7.665e+03
161.5,1.024e+04,7.557e+02,5.891e+02,1.159e+04
163.0,1.079e+04,9.338e+02,6.623e+02,1.239e+04
164.5,9.619e+03,6.718e+02,5.218e+02,1.081e+04
166.0,9.565e+03,9.991e+02,7.460e+02,1.131e+04
167.5,1.146e+04,1.240e+03,9.518e+02,1.365e+04
169.0,1.225e+04,1.008e+03,7.723e+02,1.403e+04
170.5,8.406e+03,7.731e+02,5.038e+02,9.683e+03
172.0,1.252e+04,1.071e+03,7.640e+02,1.435e+04
173.5,1.298e+04,1.176e+03,8.511e+02,1.501e+04
175.1,1.249e+04,1.392e+03,9.949e+02,1.487e+04
176.6,1.576e+04,2.525e+03,1.681e+03,1.997e+04
178.1,1.170e+04,2.866e+03,1.847e+03,1.641e+04
179.6,1.124e+04,3.287e+03,2.049e+03,1.658e+04
181.1,1.147e+04,3.629e+03,1.974e+03,1.707e+04
182.6,8.048e+03,2.413e+03,1.167e+03,1.163e+04
184.1,5.236e+03,1.898e+03,7.727e+02,7.907e+03
185.6,4.439e+03,3.338e+03,1.057e+03,8.834e+03
187.1,3.512e+03,4.831e+03,1.202e+03,9.545e+03
188.6,2.874e+03,2.939e+03,7.328e+02,6.546e+03
190.1,2.564e+03,2.333e+03,4.168e+02,5.314e+03
191.7,2.490e+03,2.955e+03,3.580e+02,5.804e+03
193.2,2.568e+03,3.383e+03,3.573e+02,6.308e+03
194.7,2.591e+03,3.629e+03,3.848e+02,6.605e+03
196.2,2.625e+03,2.465e+03,4.462e+02,5.536e+03
197.7,3.677e+03,2.505e+03,5.120e+02,6.694e+03
199.2,4.075e+03,2.383e+03,5.925e+02,7.050e+03
